FinancialYear,Attributes,FinancialData,YearofReport
FI2016Q4,DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,3325000000,2016-01-31
FI2016Q4,DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,16453000000,2016-01-31
FI2016Q4,DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,16453000000,2016-01-31
FI2016Q4,DelinquentAmountAtEndOfPeriodOnLoansManagedAndSecuritized,3325000000,2016-01-31
FI2015Q4,DepositLiabilitiesReclassifiedAsLoansReceivable1,523000000,2016-01-31
FI2016Q4,DepositLiabilitiesReclassifiedAsLoansReceivable1,548000000,2016-01-31
FI2015Q4,Deposits,1223312000000,2016-01-31
FI2015Q4,Deposits,0,2016-01-31
FI2015Q4,Deposits,1194781000000,2016-01-31
FI2015Q4,Deposits,28616000000,2016-01-31
FI2015Q4,Deposits,1223312000000,2016-01-31
FI2015Q4,Deposits,1223397000000,2016-01-31
FI2016Q4,Deposits,1306079000000,2016-01-31
FI2016Q4,Deposits,0,2016-01-31
FI2016Q4,Deposits,1282158000000,2016-01-31
FI2016Q4,Deposits,23995000000,2016-01-31
FI2016Q4,Deposits,1306079000000,2016-01-31
FI2016Q4,Deposits,1306153000000,2016-01-31
FD2014Q4YTD,DepreciationAmortizationAndAccretionNet,2515000000,2016-01-31
FD2015Q4YTD,DepreciationAmortizationAndAccretionNet,3288000000,2016-01-31
FD2016Q4YTD,DepreciationAmortizationAndAccretionNet,4970000000,2016-01-31
FD2014Q4YTD,DepreciationAndAmortization,1200000000,2016-01-31
FD2015Q4YTD,DepreciationAndAmortization,1200000000,2016-01-31
FD2016Q4YTD,DepreciationAndAmortization,1200000000,2016-01-31
FI2015Q4,DerivativeAssetCollateralObligationToReturnCashOffset,5300000000,2016-01-31
FI2016Q4,DerivativeAssetCollateralObligationToReturnCashOffset,4800000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,84580000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,4659000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,7599000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,8947000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,62725000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,567000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,83000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,85129000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,3057000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,5358000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,10894000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,65268000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,467000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossAssetIncludingNotSubjectToMasterNettingArrangement,85000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2015Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,66924000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,0,2016-01-31
FI2016Q4,DerivativeAssetFairValueGrossLiabilityAndObligationToReturnCashOffset,70631000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,1332000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,76000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,471000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,34000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,749000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,2000000,2016-01-31
FI2015Q4,DerivativeAssetFairValueOfCollateral,0,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,1745000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,30000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,365000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,362000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,987000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,1000000,2016-01-31
FI2016Q4,DerivativeAssetFairValueOfCollateral,0,2016-01-31
FI2015Q4,DerivativeAssets,17656000000,2016-01-31
FI2015Q4,DerivativeAssets,3661000000,2016-01-31
FI2015Q4,DerivativeAssets,4974000000,2016-01-31
FI2015Q4,DerivativeAssets,2806000000,2016-01-31
FI2015Q4,DerivativeAssets,6113000000,2016-01-31
FI2015Q4,DerivativeAssets,98000000,2016-01-31
FI2015Q4,DerivativeAssets,4000000,2016-01-31
FI2015Q4,DerivativeAssets,3790000000,2016-01-31
FI2015Q4,DerivativeAssets,79194000000,2016-01-31
FI2015Q4,DerivativeAssets,1596000000,2016-01-31
FI2015Q4,DerivativeAssets,17656000000,2016-01-31
FI2015Q4,DerivativeAssets,290000000,2016-01-31
FI2015Q4,DerivativeAssets,1000000,2016-01-31
FI2015Q4,DerivativeAssets,0,2016-01-31
FI2015Q4,DerivativeAssets,291000000,2016-01-31
FI2016Q4,DerivativeAssets,14498000000,2016-01-31
FI2016Q4,DerivativeAssets,2350000000,2016-01-31
FI2016Q4,DerivativeAssets,2340000000,2016-01-31
FI2016Q4,DerivativeAssets,4231000000,2016-01-31
FI2016Q4,DerivativeAssets,5388000000,2016-01-31
FI2016Q4,DerivativeAssets,152000000,2016-01-31
FI2016Q4,DerivativeAssets,37000000,2016-01-31
FI2016Q4,DerivativeAssets,1380000000,2016-01-31
FI2016Q4,DerivativeAssets,82126000000,2016-01-31
FI2016Q4,DerivativeAssets,1623000000,2016-01-31
FI2016Q4,DerivativeAssets,14498000000,2016-01-31
FI2016Q4,DerivativeAssets,91000000,2016-01-31
FI2016Q4,DerivativeAssets,1000000,2016-01-31
FI2016Q4,DerivativeAssets,0,2016-01-31
FI2016Q4,DerivativeAssets,92000000,2016-01-31
FI2015Q4,DerivativeCreditRiskValuationAdjustmentDerivativeAssets,375000000,2016-01-31
FI2016Q4,DerivativeCreditRiskValuationAdjustmentDerivativeAssets,348000000,2016-01-31
FI2015Q4,DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,81000000,2016-01-31
FI2016Q4,DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,114000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,84580000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,4623000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,36000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,4659000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,4659000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,375000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,275000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,650000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,3726000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,2907000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,966000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,7599000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,7068000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,531000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,48000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,8899000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,8947000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,378000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,8248000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,321000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,16000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,62390000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,319000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,62725000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,7477000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,55053000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,195000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,567000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,83000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,224000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,7855000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,76725000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,75678000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeAsset,1047000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,85129000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,3020000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,37000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,3057000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,3057000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,280000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,272000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,552000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,1314000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,2997000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,1047000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,5358000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,4813000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,545000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,22000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,10843000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,29000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,10894000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,673000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,9595000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,626000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,44000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,64986000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,238000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,65268000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,6587000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,57583000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,1098000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,365000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,102000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,85000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,22000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,7260000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,77869000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,75498000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeAsset,2371000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,79924000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,5495000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,24000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,5519000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,5519000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,351000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,278000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,629000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,704000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,3027000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,1077000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,4808000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,4761000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,47000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,37000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,10896000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,10933000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,2494000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,8339000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,100000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,41000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,57905000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,31000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,57977000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,2253000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,55409000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,315000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,58000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,58000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,58000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,88000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,541000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,221000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,4747000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,75177000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,74715000000,2016-01-31
FI2015Q4,DerivativeFairValueOfDerivativeLiability,462000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,87188000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,2537000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,14000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,2551000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,2551000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,332000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,195000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,527000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,919000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,3879000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,1314000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,6112000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,6029000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,83000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,109000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,12616000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,17000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,12742000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,2779000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,9798000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,165000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,45000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,65047000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,117000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,65209000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,2710000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,61058000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,1441000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,47000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,47000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,47000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,138000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,389000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,109000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,1000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,0,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,5489000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,81699000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,80010000000,2016-01-31
FI2016Q4,DerivativeFairValueOfDerivativeLiability,1689000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,77000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,7000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-1000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-719000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-469000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,593000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,758000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-39000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,1350000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,1759000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-855000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-230000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,2231000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,414000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,1817000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,88000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,44000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,0,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,563000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-393000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,812000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,496000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-15000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,941000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,723000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,265000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-42000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,3482000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,2698000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,784000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,216000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-105000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,21000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-1643000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,114000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,1077000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,954000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,11000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,818000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,1029000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,255000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,-51000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,2696000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,629000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,2067000000,2016-01-31
FD2014Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,175000000,2016-01-31
FD2015Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,24000000,2016-01-31
FD2016Q4YTD,DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsLoss,8000000,2016-01-31
FI2015Q4,DerivativeLiabilities,13920000000,2016-01-31
FI2015Q4,DerivativeLiabilities,4467000000,2016-01-31
FI2015Q4,DerivativeLiabilities,2567000000,2016-01-31
FI2015Q4,DerivativeLiabilities,1965000000,2016-01-31
FI2015Q4,DerivativeLiabilities,4718000000,2016-01-31
